ThÃ¨me;CatÃ©gorie;Mot francais;Synonyme francais;Description;Traduction;TradEG;TradD;TradA;TradH;TradAv;TradP;TradX
Travail;Recolte Du Liége;4éme Ouvrier Appelé Portefaix;;;Peiroou Per LEstoufagi;;;;;LEstoufagi;;
Travail;Recolte Du Liége;Ablation Du Liége;;;Babot Baboui Negrihoun;;;;;;;Negrihoun
Travail;Recolte Du Liége;Ablation Du Mascle;;;Canisso Cours Cous;;;;;Canisso;;Cous
Travail;Recolte Du Liége;Coin Pour écorcer Ou Moulin é Tan X;;;Doublouns Doubloun;;;Doublouns;;;;Doubloun
Travail;Recolte Du Liége;Dépouiller Le Liége De Sa Partie Raboteuse;;;Troumpeto;;;;;;;Troumpeto
Travail;Recolte Du Liége;écorce;;;Coucoun Barralets Petits Renforcés;;;Coucoun;;Renforcés;;
Travail;Recolte Du Liége;écorcer;;;Coucounaio;;;;;;;Coucounaio
Travail;Recolte Du Liége;écorcer Pour Faire Du Tan X;;;Chiquo;;;Chiquo;;;;
Travail;Recolte Du Liége;écorceur De Chéne Vert;;;Respondre;;;;;;;Respondre
Travail;Recolte Du Liége;Enlévement Du Liége;;;ComtoFiéu;;;;;;;ComtoFiéu
Travail;Recolte Du Liége;Enlever Aux Chénes Liéges Leur Seconde écorce;;;Pouroulado;;;;;;;Mettre
Travail;Recolte Du Liége;Enlever La Mére Fait Par Brulage;;;Touffo;;;;;Touffo;;
Travail;Recolte Du Liége;Enlever Le Mascle Du Chéne Liége;;;Pouer;;;;;Pouer;;
Travail;Recolte Du Liége;La Maire Croéte De Bois Restée A L Intérieur Du Liége Prélevé;;;Boouca;;;;;;;Boouca
Travail;Recolte Du Liége;Liége;;;Rouseto;;;;;;;Rouseto
Travail;Recolte Du Liége;Ouvrier Employé Pour LExtraction Du Liége;;;Cagaroto;;;;;;;Cagaroto
Travail;Recolte Du Liége;Ouvrier Qui Fait Le Desmasclage;;;Desbava Desbavela;;;;;;;Desbavela
Travail;Recolte Du Liége;Ouvriers Enleveurs Au Nombre De Trois;;;Rabasto;;;;;;;Rabasto
Travail;Recolte Du Liége;Plane D Acier A Large Lame Qui Sert A Gratter Le Brulé Dans Lécorce Pour Le Brillage Puis Vient Le Mouillage Ou Grattage;;;Descrusa;;;;;Descrusa;;
Travail;Recolte Du Liége;Premier Liége;;;Descabanar;;;;;;;
Travail;Recolte Du Liége;Ratisser Le Bois Qui Tient é Lécorce Du Liége;;;Desfaire Li Coucoun;;;;;;;Coucoun
Travail;Le Vers é Soie;Appareil Pour Incubation De La Graine é Soie;;;Descoucounado;;;;;;;Descoucounado
Travail;Le Vers é Soie;Art Délever Les Vers é Soie Sérodocimasie;;;Descoucouna;;;;;;;Descoucouna
Travail;Le Vers é Soie;Atelier;;;Descoucouna;;;;;Descoucouna;;
Travail;Le Vers é Soie;Atelier Des Vers é Soie;;;Couaio;;;;;;;Couaio
Travail;Le Vers é Soie;Augmentation Apétit Des Vers é Soie;;;Descoucounar;;;Descoucounar;;;;
Travail;Le Vers é Soie;Berceau Cabane Thym Bruyére Et Autres Arbustes Oé La Chenille Va Faire Son Cocon;;;Tira;;;;;Tira;;
Travail;Le Vers é Soie;Botte Déchevaux De Soie;;;Viruso;;;;;Viruso;;
Travail;Le Vers é Soie;Bouquet De Fil De Soie Houppe;;;Escan;;;Escan;;;;
Travail;Le Vers é Soie;Bourre De Soie;;;Estoufa;;;;;Estoufa;;
Travail;Le Vers é Soie;Bourre Des Cocons;;;Escagno Ou Escan Escagno Escaigno Flotto;;;Escan Flotto;;Escagno;;
Travail;Le Vers é Soie;Bourrette Ou Arraignée â Fil Dont SEntoure Le Ver é Soie Avant De Faire Son Cocon;;;Mattau;;;Mattau;;;;
Travail;Le Vers é Soie;Brisse Ou Fraise Appétit Dévorant Des Vers é Soie Au Sortir De La 4éme Mue Plus CEst Long Plus Le Cocon Est étoffé Av;;;Cambrado;;;;;;;
Travail;Le Vers é Soie;Bruyére Rameau Sur Lesquels On Fait Monter Les Vers é Soie Pour Faire Les Cocons;;;Faire De Magnan;;;;;;;Magnan
Travail;Le Vers é Soie;Cabinet Ou LOn Fait éclore Les Vers é Soie Lieu Déclosion;;;CavihoCo;;;;;;;CavihoCo
Travail;Le Vers é Soie;Capiton â Coque Du Vers é Soie;;;Embuilhar;;;Embuilhar;;;;
Travail;Le Vers é Soie;Capiton Ou Cardasse De Soie;;;Desestaja;;;;;;;Desestaja
Travail;Le Vers é Soie;Carré De Papier Sur Lequel On Place Les Vers é Soie;;;Escalas;;;;;;;Escalas
Travail;Le Vers é Soie;Celui Qui Cueille La Feuille De Murier;;;Fagoto;;;;;;;Fagoto
Travail;Le Vers é Soie;Chaudron Pour Létouffage;;;Baboutiero;;;;;;;Baboutiero
Travail;Le Vers é Soie;Chrysalide Du Vers é Soie;;;Pourreto;;;;;;;Pourreto
Travail;Le Vers é Soie;Claie â Forme Carrée Pour élever Le Vers é Soie;;;Ramo De Magnan;;;Magnan;;;;
Travail;Le Vers é Soie;Cocon Avec Deux Vers é Soie;;;Gramisseou;;;;;;Gramisseou;
Travail;Le Vers é Soie;Cocon Dont Le Fil Est Bouchonné;;;Tirage De La Sedo Aussi Tiragi Tiragi Fielagi Ou Fielage;;;Sedo Tiragi Fielage;;Tiragi;;
Travail;Le Vers é Soie;Cocon Du Ver é Soie;;;Fieleiris Fieleuso;;;Fieleiris;;;;
Travail;Le Vers é Soie;Cocon En Général;;;Tiruso De La Sedo Tavelarello;;;Sedo;;;;Tavelarello
Travail;Le Vers é Soie;Cocon Qui Ne Tourne Pas Au Dévidage;;;Filouselo;;;;;;;
Travail;Le Vers é Soie;Commencer é éclore En Parlant Des Vers é Soie;;;Estras DEstra Ou Frisoun Frisoun Bavo Teyo Chiquo;;;;;Frisoun Chiquo;;
Travail;Le Vers é Soie;Compte Fils;;;Fus;;;Fus;;;;
Travail;Le Vers é Soie;Couche De Mérier Sur Une Claie;;;Nousclo Ou Mousclo;;;Mousclo;;;;
Travail;Le Vers é Soie;Coup De Chaleur Forte Chaleur Dans Les Ateliers De Vers é Soie Qui Est Mortelle;;;Espouladou Per La Sedo;;;;;;Sedo;
Travail;Le Vers é Soie;Court â Vers é Soie Malade Qui Se Raccourcit LorsquIl Est Prét é Filer Son Cocon;;;Blasa;;;;;;;Blasa
Travail;Le Vers é Soie;Couvrir En Parlant Du Papillon Du Vers é Soie;;;Magnanarié;;;;;;;Magnanarié
Travail;Le Vers é Soie;Crible De Papier Pour Vers é Soie;;;Desbourna Desjassa;;;;;;;Desbourna Desjassa
Travail;Le Vers é Soie;Crotte De Vers é Soie;;;Jhasso Desjasso;;;;;Jhasso;;Desjasso
Travail;Le Vers é Soie;Débourrer Les Cocons;;;Fumie Deis Magnans;;;Magnans;;;;
Travail;Le Vers é Soie;Débris De Filage De La Soie;;;Magnaniéro Coucouniero;;;;;Magnaniéro;;Coucouniero
Travail;Le Vers é Soie;Décruser Mettre Cocon Dans Eau Bouillante Pour Les Dévider;;;Clareto Clarinello;;;;;;;Clareto Clarinello
Travail;Le Vers é Soie;Défaire Branches De Bruyéres Ou Autres Sur Lesquelles Les Vers Ont Fait Des Cocons Termes De Ceux Qui Nourrissent Les V;;;Canela Gipa Canelat Courcho Gastino;;;;;Canela Gipa;;Malade Gastino
Travail;Le Vers é Soie;Défaire Les Cocons Des Rameaux;;;Flacarié;;;;;;;Flacarié
Travail;Le Vers é Soie;Dépouille Des Cocons époque;;;Gras Grassarié;;;;;;;Gras Grassarié
Travail;Le Vers é Soie;Dépouiller Les Cocons;;;Tour;;;;;;;Tour
Travail;Le Vers é Soie;Déramer éter Les Cocons Des Branches;;;Metre La Grano;;;;;;;Grano
Travail;Le Vers é Soie;Dernier Vers é Soie éclos;;;Faire La Batudo;;;;;;;
Travail;Le Vers é Soie;Détacher Les Cocons;;;Estaja;;;;;;;Estaja
Travail;Le Vers é Soie;Dévider;;;Dourmido Levado Malautié;;;;;;;Dourmido Levado Malautié
Travail;Le Vers é Soie;Dévideuse;;;Fogo;;;;;;;Fogo
Travail;Le Vers é Soie;Dévidoir é Mettre Le Fil En écheveau;;;Amourié Murier Amourier Negre Murier Noir Amouro Mure Variété De MurierBlanc Couloumbasseto Murier N;;;Murier Noir;;;Mure;Couloumbasseto Muriho DOr
Travail;Le Vers é Soie;échauder Plonger Les Cocons Dans LEau Bouillante Pour étouffer La Chrysalide;;;Grano De Magnans;;;Magnans;;;;
Travail;Le Vers é Soie;écheveau De Fils De Soie;;;Couvihoun;;;;;;;Couvihoun
Travail;Le Vers é Soie;Echeveaux De Soie Réunis;;;Ourgansin;;;Ourgansin;;;;
Travail;Le Vers é Soie;Education Des Vers é Soie;;;Desembruga;;;;;;;Desembruga
Travail;Le Vers é Soie;Elever Des Vers é Soie;;;Sedié;;;;;;;Sedié
Travail;Le Vers é Soie;Embarras De Fil Sur Le Dévidoir;;;Desbavarello;;;;;;;Desbavarello
Travail;Le Vers é Soie;Emméler Un Fil De Soie;;;Bou;;;;;;;Bou
Travail;Le Vers é Soie;Enlever Des étagéres Les Claies Des Vers é Soie;;;Cabudeou;;;Cabudeou;;;;
Travail;Le Vers é Soie;Etagére De Magnanerie;;;Passit;;;;;;;Passit
Travail;Le Vers é Soie;Fagot Pour Vers é Soie;;;Grana Graneja;;;;;Grana;;Graneja
Travail;Le Vers é Soie;Femme Qui Achéte Des Chrysalides Pour La Soie;;;Fiélouso Ou Fiéloué;;;;;Fiéloué;;
Travail;Le Vers é Soie;Feuille De Murier Naissante;;;Fieloue Fielouso Coulougno;;;Coulougno;;;;
Travail;Le Vers é Soie;Feuilles De Muriers;;;Encabanar Encabana Embraia EmbrugaEmpareda Enrama;;;Encabanar;;Encabana;;EmbrugaEmpareda Enrama
Travail;Le Vers é Soie;Fil De Soie Roulé En Rond;;;Brisado;;;;;;;Brisado
Travail;Le Vers é Soie;Filage De La Soie Ou Filature;;;Rouquet;;;Rouquet;;;;
Travail;Le Vers é Soie;Fileuse;;;Bassaquetto;;;;;;;
Travail;Le Vers é Soie;Fileuse De Soie Ouvriére Qui Dévide Les Cocons Avec Un Balais;;;Magnanarié;;;;;;;Magnanarié
Travail;Le Vers é Soie;Filoselle Textile Composé De Résidus De Soie;;;Coucouniho;;;;;;;Coucouniho
Travail;Le Vers é Soie;Frison Enveloppe De La Chysallide Restée Dans Le Bassin Dont On Se Sert Pour Faire Du Padou Av;;;Tabarinage;;;;;;;Tabarinage
Travail;Le Vers é Soie;Fuseau;;;Coucounado;;;;;;;Coucounado
Travail;Le Vers é Soie;Gaine De MétalAu Bout Du Fuseau;;;Doublage De La Sedo;;;;;;;
Travail;Le Vers é Soie;Guindre Partie DUn Dévidoir Recevant Les écheveaux De Soie;;;Magnan Maignan;;;;;Magnan;Maignan;
Travail;Le Vers é Soie;Jeter Les Premiers Fils Du Cocon;;;Arlequin;;;;;;;Arlequin
Travail;Le Vers é Soie;Lieu Ou LOn éléve Les Vers é Soie Ou Sériciculture;;;Vaco;;;;;;;Vaco
Travail;Le Vers é Soie;Litiére Enlever La;;;Magnano;;;;;;;Magnano
Travail;Le Vers é Soie;Litiére Des Vers é Soie;;;Grasseja;;;;;;;Grasseja
Travail;Le Vers é Soie;Litiére Ou Crottes Des Vers é Soie;;;Arpié;;;;;;;Arpié
Travail;Le Vers é Soie;Lors De LAchat Des Graines Les Femmes Portaient Celles Ci Dans De Petits Sacs Sur La Poitrine Ou Sur Les Cuisses CEst é;;;Engipa Muscardin;;;;;;;Muscardin
Travail;Le Vers é Soie;Magnanerie Atelier Ou LOn éléve Les Vers é Soie;;;Dragéio;;;;;;;Dragéio
Travail;Le Vers é Soie;Maladie;;;Capelan;;;;;;;Capelan
Travail;Le Vers é Soie;Maladie Le Cocon Du Vers é Soie Devient Blanc Av Il Est Atteint De La Muscardine X;;;Muda Leis Magnans Premiero Mudo;;;;;;Magnans;
Travail;Le Vers é Soie;Maladie Des Vers é Soie;;;Muscardin;;;Muscardin;;;;
Travail;Le Vers é Soie;Maladie Des Vers é Soie;;;Desmamaduro;;;;;;;Desmamaduro
Travail;Le Vers é Soie;Métier é Tirer La Soie Rouet;;;Dourmi De La Proumiero Mudo Di Dos Di Tres;;;;;;;Tres
Travail;Le Vers é Soie;Mettre é Couver Les Vers é Soie;;;Devens;;;;;Devens;;
Travail;Le Vers é Soie;Mettre Cocons Dans LEau Bouillante Pour En Dévider La Soie;;;Brasso;;;;;;;
Travail;Le Vers é Soie;Mettre La Table Des Vers é Soie;;;Cano;;;;;;;
Travail;Le Vers é Soie;Mue Des Vers é Soie;;;Carteirado;;;;;Carteirado;;
Travail;Le Vers é Soie;Mue Leis Vers é Soie â 4éme;;;MiéBarrau;;;;;;;MiéBarrau
Travail;Le Vers é Soie;Muriers Dés Léclosion On Cueillait Les Feuilles De Murier Pour Les Nourrir Les Vers é Soie Ne Mangent Que Celé On Recue;;;Eimino;;;Eimino;;;;
Travail;Le Vers é Soie;Oeuf De Vers é Soie;;;Marc Aussi Pes De Marc;;;Marc;;;;
Travail;Le Vers é Soie;Oeuf Des Vers é Soie Derniers éclos;;;Milheirolo Miherolo Mierolo Ou Miheroro Miheirolo Meirolo;;;Milheirolo Miheroro;;Miherolo;;Meirolo
Travail;Le Vers é Soie;Organsin Soie Tordue é Trois Ou Quatre Brins;;;Eminau Minot De Sau;;;Sau;;;;
Travail;Le Vers é Soie;Oter De Dessus Les Claies Les Bruyéres Avec Leurs Cocons Aussi Dépouiller Les Cocons;;;Empan;;;Empan;;;;
Travail;Le Vers é Soie;Ouvrier Ou Marchand De Soie;;;Pinto;;;Pinto;;;;
Travail;Le Vers é Soie;Ouvriére Qui Débourre Les Cocons;;;Picoutin MiéCivadié;;;;;MiéCivadié;;
Travail;Le Vers é Soie;Papillon Méle Du Vers é SoieOu Bouc;;;Fuilleto Fuihetto Pichoune Fuihetto Pichouno;;;Pichouno;;Pichoune;;
Travail;Le Vers é Soie;Peloton De Fil De Soie;;;Aro;;;;;Aro;;
Travail;Le Vers é Soie;Phthysie Des Vers é Soie;;;Arpantangi Ou Canagi;;;Canagi;;;;
Travail;Le Vers é Soie;Ponte Des Åufs;;;Arpént;;;;;;;Arpént
Travail;Le Vers é Soie;Quenouille;;;Vare;;;Vare;;;;
Travail;Le Vers é Soie;Quenouille;;;Couesso;;;Couesso;;;;
Travail;Le Vers é Soie;Ramer Les Vers é Soie;;;Coudado;;;;;;;
Travail;Le Vers é Soie;Redoublement DAppétit Des Vers é Soie;;;Demiéi;;;;;;;
Travail;Le Vers é Soie;Rochet Grosse Bobine Sur Laquelle Les Ouvriére Dévident Leur Soie;;;Pougnadiéro Pougnadiero;;;;;Pougnadiéro;;Pougnadiero
Travail;Le Vers é Soie;Sac Pour Ramasser Les Feuilles Pour Les Vers é Soie;;;Gran;;;Gran;;;;
Travail;Le Vers é Soie;Sériciculture;;;Cinq Journaoux Uno Cargo Et Demie Cinq Carteirados;;;;;;;
Travail;Le Vers é Soie;Soie Grége;;;Quatre Ouncos Pichoun Pes;;;;;Pes;;
Travail;Le Vers é Soie;Soupente Ou LOn éléve Les Vers é Soie;;;Cinq Coupos De 20 Litros;;;;;Litros;;
Travail;Le Vers é Soie;Tas De Cocons;;;Vaut Doués Liouros Et Miégeo;;;;;Miégeo;;
Travail;Le Vers é Soie;Tordage De La Soie;;;Lego Legado;;;Lego;;;;Legado
Travail;Le Vers é Soie;Vers é Soie;;;Litro;;;;;Litro;;
Travail;Le Vers é Soie;Vers é Soie Sorte;;;MiéCivadié;;;;;MiéCivadié;;
Travail;Le Vers é Soie;Vers é Soie Avachi;;;Lieouro Liouro;;;Lieouro;;Liouro;;
Travail;Le Vers é Soie;Vers é Soie Femelle;;;Retirament;;;Retirament;;;;
Travail;Le Vers é Soie;Vers é Soie Gras;;;Pé Ou PiéDeRoi;;;PiéDeRoi;;;;
Travail;Le Vers é Soie;Vers é Soie Malade;;;Escarto;;;;;;;Escarto
Travail;Le Vers é Soie;Vers é Soie Malade De La Muscardine;;;Auno;;;;;;;
Travail;Le Vers é Soie;Vers é Soie Mort De La Muscardine;;;Muro;;;Muro;;;;
Travail;Le Vers é Soie;Vers é Soie Noir;;;Civadier;;;Civadier;;;;
Travail;Le Vers é Soie;Vers é Soie Qui Muent;;;Escandau Escandéli Escanduéli Esplecho;;;;;;;Esplecho
Travail;Le Vers é Soie;Vers é Soie Séchés Blanchits;;;Poué;;;;;Poué;;
Travail;Le Vers é Soie;Vers é Soie Séparé Des Autres;;;Pan;;;;;Pan;;
Travail;Le Vers é Soie;Vers é Soie Dormir De La Premiére Mue De La Seconde Troisiéme;;;Quarto;;;;;;;Quarto
Divers;Mesures Ou Monnaies Anciennes;Défends â Biens Communaux;;;Jhournaou;;;;;Jhournaou;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Brasse Mesure Qui équivaut é 5 é 6 Pieds;;;Ounéo;;;Ounéo;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Canne Mesure De Provence équivalent é 1 Toise Ou 22 Métres EgA Mesure De Longueur Mesure De Capacité Pour LHuile;;;Panaou Panau Panaou;;;Panau;;Panaou;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Carterée Vaut 506 Cannes Carrées Et Un Quart Ou 20 Ares Et 44 Centiares Soit 2044M2 La Dextre Est La 144 éme Par;;;Pougneirado;;;;;;;Pougneirado
Divers;Mesures Ou Monnaies Anciennes;Mesure Demi Baril X Mesure De Vin;;;Tarteiréu;;;;;;;Tarteiréu
Divers;Mesures Ou Monnaies Anciennes;Mesure Hémine Mesure Pour Le Blé Grains A Inconnue En Provence;;;Quartiero;;;;;;;Quartiero
Divers;Mesures Ou Monnaies Anciennes;Mesure Marc Demi Livre Poids Qui Contient Huit Onces;;;Civadié MiechCivadier;;;MiechCivadier;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Métre Remplace La DemiCanne Vaut Quatre Pans Av;;;Pié;;;Pié;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Millérole Mesure De Provence Pour Le Vin Et LHuile Contient Deux Scandeaux Revient é Soixante Six Pintes Pour Pa;;;Tarteiroou;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Minot Mesure De Sel équivaut é 1 Quintal La Moitié Du Septier Eg Mesure De Sel A;;;Lieuro;;;Lieuro;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Pan Largeur De La Main Du Pouce Au Petit Doigt â Soit 9 Pouces é Peu Prés A;;;Pechié;;;;;Pechié;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Pinte Moitié DUn Pot A;;;Piagno Piaio;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure 8éme Partie DUn Panal Av En Franéais Picotin Mesure Pour LAvoine Av;;;Civadie Civadié Civadié;;;;;Civadié;;Civadié
Divers;Mesures Ou Monnaies Anciennes;Mesure Ancienne Mesure Pour Le Vin Eg Demi Setier Ou De Pinte Av A Vaut De Pinte De Paris A;;;Quarteiroun;;;Quarteiroun;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Are Mesure Agraire De 100 M2 Faisant 25 Cannes Carrées Mesure Ancienne De Provence 64 Ares Font La Charge De 160;;;Quintaou;;;Quintaou;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Arpantage Pour Mesurer Les Terres;;;Saumado;;;;;Saumado;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Arpent Franéais Terre De 100 Perches La Perche Contient 18 Pieds En Provence On Mesure En Carterée A;;;Sooumado Ou Saoumado;;;;;Saoumado;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Contient Une Aune Et Demie Mesure Inconnue En Provence;;;Sestie Ou Sesteirado Sestier Sestié Sestié;;;Sestier;;Sestié;;Sestié
Divers;Mesures Ou Monnaies Anciennes;Mesure Cosse â Mesure équivaut Au DemiCivadier 20 Cosses Pour Une Hémine 8 Hémines Pour Une Charge;;;Ras Sestié;;;;;Ras Sestié;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Coudée â Mesure Av Un Pied Et Demi Dex Et Huit Pouces Un Ped Et Miech A;;;Tarnaou Tarnau Trenau Dragmo Dracmo;;;Dragmo;;;Tarnau;Dracmo
Divers;Mesures Ou Monnaies Anciennes;Mesure DemiPot Mesure En Provence Pour Le Liquide;;;Jaque;;;;;;;Jaque
Divers;Mesures Ou Monnaies Anciennes;Mesure Double Boisseau Mesure Capacité Des Grains Cinquiéme Partie DUn Panal équivalent é 32 Décilitres Av;;;Denier Ou Denari;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Grain Petit Poids Soixantiéme Partie Du Gros;;;Denie;;;;;;Denie;
Divers;Mesures Ou Monnaies Anciennes;Mesure Hectare 2500 Caunes Carrées Ou Cannes;;;Janin;;;;;;;Janin
Divers;Mesures Ou Monnaies Anciennes;Mesure Hectogramme;;;Séu Toulousan;;;;;;;Toulousan
Divers;Mesures Ou Monnaies Anciennes;Mesure Hectolitre;;;Liéuro Refouréado;;;;;;;Refouréado
Divers;Mesures Ou Monnaies Anciennes;Mesure Kilogramme;;;Guihéumino;;;;;;;Guihéumino
Divers;Mesures Ou Monnaies Anciennes;Mesure Lieue â Mesure Les Distances;;;Barbacan;;;;;;;Barbacan
Divers;Mesures Ou Monnaies Anciennes;Mesure Litre Vaut Cinq Sixiéme Du Pot;;;Aspre;;;Aspre;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Litron;;;Agustalo;;;;;;;Agustalo
Divers;Mesures Ou Monnaies Anciennes;Mesure Livre â Celle De Provence Vaut Seize Onces A Appelée Poids De Table Le Kg Vaut 2 Livres 10 Onces Et 6 Grains Av;;;Bayoquo Baioco;;;Bayoquo;;;;Baioco
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure Dépaisseur De La Muraille A;;;Bihoun;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Douze Pouces A Six Pieds Font La Toise P;;;Pieoucelagi;;;Pieoucelagi;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Grains;;;Dardéno Dous Liard;;;;;;;Liard
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Longueur équivaut é 4 Empans Et 45éme De La Canne Eg Fait Presque Les Deux Tiers De La Canne A;;;Pachaou;;;;;Pachaou;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Pécheur Destinée é La Vente CEst Un Large Panier Rempli De Poissons;;;Doublo;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Provence Pour Les Grains 32 Civadiers Pour Une Charge Quatre Civadiers Pour Une Panal;;;Doubloun;;;Doubloun;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure De Provence Pour Les Liquides Appelée Scandal De La MilléroleEg X Toutes Les Petites Mesures Pour Les L;;;Ducat;;;Ducat;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure Du Vin Pesant 3 Livres Poids De Table Et Huit Onces De Plus Que Le Litre;;;Escut Ou Escu Pichot 3 Livres Noou 10 Livres;;;;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure Linéaire De Provence 8éme Partie DUne Canne Mesure 9 Pouces Dans Le Var Grande Palme Romaine Diamétre De;;;écu;;;écu;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure Pour Les Grains;;;Flourin;;;Flourin;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Mesure Terre De Cinq Cents Cannes Carrées Ou Demi Arpent Le Journal équivaut é Peu Prés é Une Carterée Carteirad;;;Tarnau Ou Trenau;;;Trenau;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Once Seiziéme Partie De La Livre A Av Contient 8 Gros A;;;Felous;;;;;;;Felous
Divers;Mesures Ou Monnaies Anciennes;Mesure Panal Mesure Pour Le Grain Dixiéme Partie DUne Charge Eg Contient Quatre Civadiers A 10 Panaux Vaut Huit Doubles;;;Guineyo;;;Guineyo;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Petite Mesure Agraire;;;Liard Liardo;;;Liard;;;;Liardo
Divers;Mesures Ou Monnaies Anciennes;Mesure Petite Mesure Pour Le Vin X;;;Rousset;;;;;;;Rousset
Divers;Mesures Ou Monnaies Anciennes;Mesure Petite Mesure Pour Les Grains;;;Louis Miech Louis Pichoun Louis Double Louis;;;Louis;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Picotin Ou Litron Huitiéme Partie DUn Panal Av MiechCivadier équivaut é Un Litron De Paris A Mesure Utilisée Pou;;;Madalen;;;;;;;Madalen
Divers;Mesures Ou Monnaies Anciennes;Mesure Pied â Contient Douze Pouces;;;Mailho Obolo;;;Obolo;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Plus Petite Mesure Pour Le Poisson Eg;;;Picaio;;;;;;;Picaio
Divers;Mesures Ou Monnaies Anciennes;Mesure Poids Contenant 16 Onces A;;;Mounedo;;;;;Mounedo;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Pot Mesure Pour Le Vin Contenant é Peu Prés Trois Chopines Et Pesant 3 Livres Poids De Table Ou 1 Kg Et 1 Hectog;;;Salus;;;Salus;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Pressée De Raisins Ou DOlives 18 Décalitres DOlives;;;Quadruplo Ou Quatruplo Quatriplo;;;Quatruplo;;Quatriplo;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Quart Mesure é Grains équivalent é 2 Picotins Ou De Panal Eg 6éme Partie DUne Aune X;;;Sequin;;;Sequin;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Quarteron Soit Le Quart DUne Livre Ou Une Livre DHuile A;;;Estevenoun;;;;;;;Estevenoun
Divers;Mesures Ou Monnaies Anciennes;Mesure Quintal Cent Livres Pesant Poids De Provence Aussi Quintau Est Un Poids De 100 Livres Milles Livres Font Dix Qui;;;Sant Gilen;;;;;;;Gilen
Divers;Mesures Ou Monnaies Anciennes;Mesure Salmée Ou Saumée Mesure Agraire Contenant 225 Toises Ou Cannes Carrées Valant Cinq Ares Av Mesure De Capacité Po;;;Mooutoun DOr;;;DOr;;;;
Divers;Mesures Ou Monnaies Anciennes;Mesure Saumée Ou Salmée Mesure De Convention Pour Les Grains Qui Varie Selon Les Communes 8 Ou 10 émines Dans DAutres H;;;Roumanin Roumaniéu;;;;;;;Roumaniéu
Divers;Mesures Ou Monnaies Anciennes;Mesure Septier Ancienne Mesure é Grains Eg Setier AMesure De Capacité Pour Les Grains Et Les Matiéres Séches Variant En;;;Parpaiolo;;;;;;;Parpaiolo
Divers;Mesures Ou Monnaies Anciennes;Mesure Septier Mesure De Capacité Pour Les Fruits é Coque Contient Deux Panaux Ou Cinquiéme Partie DUne Charge 04Av 4 S;;;Satut;;;;;;;Satut
Divers;Mesures Ou Monnaies Anciennes;Mesure Un Gros Huitiéme Partie DUne Once Eg Treseau Pése Trois Deniers Le Denier 24 Grains De Sorte Que Le Treseau Pése;;;Mouacro;;;;;Mouacro;;
Divers;Mesures Ou Monnaies Anciennes;Monnaie Ancienne Monnaie DAragon;;;Franc;;;Franc;;;;
Divers;Mesures Ou Monnaies Anciennes;Monnaie Denier Qui Vaut 12éme Partie DUn Sol Eg Vaut La 2éme Partie DUn Sol A;;;Pata Ou Pachau Pata Pachaou Patac;;;Pachau;;Pachaou;;Patac
Divers;Mesures Ou Monnaies Anciennes;â La Moitié DUn Denier Est Une Maille Ou Obole Moitié De La Maille Est Une Pite P;;;Soulet;;;;;;;Soulet
Divers;Mesures Ou Monnaies Anciennes;Monnaie Monnaie Des Chevaliers De La Saint Jean;;;Pessetto;;;Pessetto;;;;
